-0.0378297	0.12794	0.00447467
0.0380425	0.109755	0.0161689
-0.0804587	0.135827	0.0500319
-0.0688709	0.156258	0.0147705
-0.0454789	0.123431	0.0251209
-0.0499053	0.141681	0.0133989
-0.0322365	0.126297	0.00653811
0.0166382	0.123302	0.0301317
0.040945	0.0957511	0.0281635
-0.0395371	0.165252	0.00310729
0.00717458	0.125139	0.032446
-0.0715237	0.165101	-0.0167379
-0.0427308	0.169809	0.000879537
0.0370668	0.109719	0.0231776
0.0452897	0.0861791	0.0201631
-0.0504991	0.156412	0.0101915
0.0418428	0.0986036	-0.00180869
0.0426086	0.0930422	0.0261716
-0.0717789	0.154685	0.0298089
-0.018505	0.112714	0.0394706
0.0421962	0.0929549	-0.00479827
-0.0872747	0.139127	0.00719289
-0.0635915	0.15525	-0.0109401
0.0405971	0.101404	0.0241737
-0.0826299	0.110259	0.0284001
-0.0384996	0.171162	0.000767348
0.00248698	0.0399628	0.0461692
0.0424909	0.101472	0.00517268
0.0043237	0.131753	0.0112849
-0.0793995	0.0962934	-0.0095136
0.00437534	0.131145	0.0198749
-0.0620602	0.155611	0.00849054
-0.0544756	0.0413314	0.0465715
-0.0464937	0.0411703	0.0442462
-0.0336466	0.125738	0.0192922
-0.0319348	0.125225	0.000800634
0.0394332	0.101324	0.027167
0.0417828	0.101446	0.0181564
0.0382413	0.108427	0.0210592
0.00148054	0.0413996	0.0463959
-0.0504978	0.159322	0.00851944
-0.0175043	0.114096	0.0387143
0.0354525	0.106753	-0.0069512
-0.071815	0.0936645	-0.0155813
-0.0686509	0.155409	0.00612964
-0.0772099	0.0954309	0.0368548
-0.0525195	0.0426931	0.0456595
-0.0445079	0.0424992	0.043443
-0.0693658	0.16286	-0.0130912
-0.0285156	0.0433359	0.0513164
0.00943169	0.130854	0.0188531
-0.012539	0.0432081	0.0504383
-0.0045458	0.042944	0.0478735
0.00349523	0.0427434	0.0456833
0.0185111	0.114004	0.0370685
-0.0381364	0.171203	-0.0118442
0.0455621	0.0889987	0.00417598
-0.0368263	0.0929138	-0.0236695
-0.0686715	0.165205	-0.0529941
-0.0707468	0.161979	-0.010709
-0.0544952	0.0440117	0.0450302
-0.0465128	0.0438401	0.043121
-0.0384894	0.0436513	0.0409963
-0.0300707	0.124739	0.00148409
-0.0224929	0.0448955	0.0530527
-0.0145231	0.0446315	0.0506096
-0.00652958	0.0443624	0.0478753
0.00150093	0.0441835	0.0459725
0.00949781	0.0440631	0.0448456
-0.0195083	0.11546	0.0373373
-0.0395009	0.16971	0.00189803
-0.0718188	0.0907915	-0.0158595
-0.00482205	0.130969	0.0150835
-0.0349319	0.127285	0.00554823
-0.0574743	0.0452883	0.0435332
-0.0495176	0.0451863	0.0426306
-0.0414975	0.045132	0.0414403
-0.0758153	0.155373	0.0254598
-0.025466	0.0460651	0.0509844
-0.0175443	0.0460366	0.0510389
-0.0095211	0.045789	0.0480158
-0.00149685	0.0456811	0.047029
0.00647697	0.0459611	0.0484012
-0.00248977	0.112799	0.0419964
-0.0715061	0.148353	0.0408514
0.0405574	0.104219	0.0191648
-0.0298676	0.0916468	-0.0252289
-0.000498881	0.112805	0.0421187
-0.088826	0.122625	0.00229599
-0.0554996	0.0466308	0.0421953
-0.0474979	0.0464882	0.040801
-0.0394936	0.046476	0.0404962
-0.0326323	0.125019	-0.000941466
-0.0234912	0.0474961	0.0510145
-0.0155034	0.0472755	0.0490261
-0.00750517	0.0471136	0.0478292
0.000507196	0.0474213	0.049671
0.00849245	0.0473031	0.0488481
-0.00549593	0.114185	0.0409403
-0.0663959	0.148276	0.0393784
0.0325091	0.0454335	0.0302933
-0.0475053	0.16079	0.00736091
-0.0245507	0.183147	-0.010424
-0.0699149	0.161541	-0.0103834
-0.0544725	0.0478754	0.0402183
-0.0464984	0.047794	0.0396541
-0.0384924	0.0478181	0.0398313
-0.0666931	0.162075	-0.0149837
-0.0224914	0.04868	0.0491885
-0.0144966	0.0485988	0.0478804
-0.00649633	0.0488329	0.050181
0.0015066	0.0490028	0.0513272
0.00949238	0.0487693	0.0494463
-0.0576724	0.155657	0.012957
-0.0654644	0.148292	0.0388168
0.0335068	0.0468989	0.0306812
-0.0893231	0.14203	0.0321578
-0.0354636	0.172718	-0.000342918
-0.0683786	0.160357	-0.00982452
-0.0534691	0.0491595	0.0373719
-0.0454932	0.0491469	0.0390026
-0.0374859	0.0491992	0.0393813
-0.0581623	0.155642	0.0142378
-0.0214969	0.0498836	0.0466158
-0.0134983	0.0501789	0.0495792
-0.00549746	0.0503818	0.0516227
0.00250222	0.0504849	0.0522926
-0.0625516	0.147537	-0.0115723
0.0327608	0.11383	-0.00261931
-0.078513	0.145668	0.0427459
0.0345069	0.0483661	0.0310725
-0.0394865	0.115305	0.0335817
0.0267515	0.102116	0.0406018
-0.0640913	0.154089	-0.00821335
-0.0513808	0.0500433	0.0347314
-0.0435279	0.0506014	0.0392212
-0.0354915	0.050532	0.0385401
0.0326927	0.116394	0.0217802
-0.0195075	0.0512747	0.046374
-0.0115065	0.0517326	0.051159
-0.0034931	0.0519852	0.0535284
0.00449781	0.0519669	0.0532713
0.042865	0.0958458	-0.000810373
-0.0918951	0.117319	0.00831437
-0.00448954	0.122402	0.0358368
0.0364957	0.049851	0.0316154
0.0232634	0.124781	0.0210949
-0.0775565	0.148654	-0.00488618
-0.0405676	0.171048	0.000226569
-0.0474808	0.0518309	0.037336
-0.0394885	0.0520168	0.0393574
-0.031463	0.0519033	0.0373773
-0.0234293	0.0522884	0.0423691
-0.0154865	0.0530505	0.0500296
-0.00749418	0.0533074	0.0526841
0.000497149	0.0534577	0.0541163
0.008486	0.0532759	0.0521458
0.00548112	0.11414	0.0405028
-0.0636978	0.164648	-0.0286005
-0.0298175	0.125729	0.00888885
0.0404949	0.0513767	0.0324659
-0.0644942	0.149793	0.0375095
0.0398408	0.105612	0.0201716
-0.0614531	0.154118	0.0305097
-0.0435006	0.0534118	0.0391466
-0.0354965	0.0533413	0.0383699
-0.0632603	0.157387	-0.0151607
-0.0194474	0.054231	0.0477027
-0.0114754	0.0546403	0.0519269
-0.00348783	0.0548509	0.0542207
0.00450584	0.0547654	0.053433
-0.0795103	0.126002	0.0528073
-0.0335104	0.175675	-0.00315318
0.0442559	0.0973532	0.00916034
0.0365187	0.0526805	0.0315096
0.0444807	0.0526489	0.0324592
-0.087948	0.102288	0.00840013
-0.0684694	0.153743	0.0324784
-0.0153636	0.128543	0.00690549
